Order Date,Segment,City,State,Region,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Sales_Normalized,Profit_Normalized,Year,Month,Month_Name,Profit_Margin
2015-11-22,Home Office,Fort Worth,Texas,Central,Office Supplies,Binders,Storex DuraTech Recycled Plastic Frosted Binders,2.544,3,0.8,-3.816,9.276423096067167e-05,0.43974548188614443,2015,11,November,-1.5
2014-11-11,Consumer,Madison,Wisconsin,Central,Office Supplies,Storage,"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D",665.88,6,0.0,13.3176,0.029394599425497863,0.4408877253890245,2014,11,November,0.02
2014-05-13,Consumer,West Jordan,Utah,West,Office Supplies,Storage,Fellowes Super Stor/Drawer,55.5,2,0.0,9.99,0.0024320130951289236,0.44066588470871304,2014,5,May,0.18
2014-08-27,Consumer,San Francisco,California,West,Office Supplies,Art,Newell 341,8.56,2,0.0,2.4824,0.00035851166594133875,0.4401653765071546,2014,8,August,0.29
2014-08-27,Consumer,San Francisco,California,West,Technology,Phones,Cisco SPA 501G IP Phone,213.48,3,0.2,16.011,0.009410533669970309,0.4410672859396768,2014,8,August,0.075
2014-08-27,Consumer,San Francisco,California,West,Office Supplies,Binders,"Wilson Jones Hanging View Binder, White, 1""",22.72,4,0.2,7.384,0.0009840076232761534,0.44049215084259585,2014,8,August,0.325
2016-12-09,Corporate,Fremont,Nebraska,Central,Office Supplies,Art,Newell 318,19.46,7,0.0,5.0596,0.0008400021980705393,0.4403371903673837,2016,12,December,0.25999999999999995
2016-12-09,Corporate,Fremont,Nebraska,Central,Office Supplies,Appliances,"Acco Six-Outlet Power Strip, 4' Cord Length",60.34,7,0.0,15.6884,0.0026458125607716145,0.4410457792070562,2016,12,December,0.25999999999999995
2017-07-16,Consumer,Philadelphia,Pennsylvania,East,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",71.372,2,0.3,-1.0196,0.003133133987418343,0.4399319091245213,2017,7,July,-0.014285714285714287
2015-09-25,Consumer,Orem,Utah,West,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,1044.63,3,0.0,240.2649,0.04612529108090472,0.4560175917872814,2015,9,September,0.22999999999999998
2016-01-16,Consumer,Los Angeles,California,West,Office Supplies,Binders,Wilson Jones Active Use Binders,11.648,2,0.2,4.2224,0.0004949192588968406,0.440281376862889,2016,1,January,0.36250000000000004
2016-01-16,Consumer,Los Angeles,California,West,Technology,Accessories,Imation 8GB Mini TravelDrive USB 2.0 Flash Drive,90.57,3,0.0,11.7741,0.0039811757521721405,0.4407848250734635,2016,1,January,0.13
2015-09-17,Consumer,Philadelphia,Pennsylvania,East,Furniture,Bookcases,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",3083.43,7,0.5,-1665.0522,0.13618610731072253,0.3289960622545909,2015,9,September,-0.54
2015-09-17,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Binders,Avery Recycled Flexi-View Covers for Binding Systems,9.618,2,0.7,-7.0532,0.0004052471689681914,0.43952966789098147,2015,9,September,-0.7333333333333334
2015-09-17,Consumer,Philadelphia,Pennsylvania,East,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",124.2,3,0.2,15.525,0.005466728650842326,0.4410348858403165,2015,9,September,0.125
2015-09-17,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Envelopes,Poly String Tie Envelopes,3.264,2,0.2,1.1016,0.00012456911014718767,0.4400733228915235,2015,9,September,0.3375
2015-09-17,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Art,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",86.304,6,0.2,9.7092,0.003792731842992033,0.4406471646513049,2015,9,September,0.11249999999999999
2015-09-17,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",6.858,6,0.7,-5.715,0.00028332846541988,0.43961888149790324,2015,9,September,-0.8333333333333334
2015-09-17,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Art,Lumber Crayons,15.76,2,0.2,3.546,0.0006765604578064988,0.440236283391269,2015,9,September,0.22499999999999998
2017-10-19,Home Office,Houston,Texas,Central,Office Supplies,Paper,Easy-staple paper,29.472,3,0.2,9.9468,0.0012822667125363702,0.440663004699881,2017,10,October,0.33749999999999997
2016-12-08,Corporate,Richardson,Texas,Central,Technology,Phones,GE 30524EE4,1097.544,7,0.2,123.4737,0.04846268466045376,0.4482314879098962,2016,12,December,0.11249999999999999
2016-12-08,Corporate,Richardson,Texas,Central,Furniture,Furnishings,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",190.92,5,0.6,-147.963,0.008413980788792807,0.4301356524160007,2016,12,December,-0.775
2015-12-27,Home Office,Houston,Texas,Central,Office Supplies,Envelopes,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",113.328,9,0.2,35.415,0.004986474975125934,0.442360889906729,2015,12,December,0.3125
2015-12-27,Home Office,Houston,Texas,Central,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",532.3992,3,0.32,-46.9764,0.02349829287310966,0.43686811306221335,2015,12,December,-0.08823529411764706
2015-12-27,Home Office,Houston,Texas,Central,Furniture,Chairs,"Global Fabric Manager's Chair, Dark Gray",212.058,3,0.3,-15.147,0.009347719033576939,0.4389900795695773,2015,12,December,-0.07142857142857144
2015-12-27,Home Office,Houston,Texas,Central,Technology,Phones,Plantronics HL10 Handset Lifter,371.168,4,0.2,41.7564,0.016376155599363833,0.44278365120319696,2015,12,December,0.1125
2017-09-10,Corporate,Naperville,Illinois,Central,Technology,Phones,Panasonic Kx-TS550,147.168,4,0.2,16.5564,0.006481304296892186,0.4411036460511812,2017,9,September,0.11249999999999999
2016-07-17,Corporate,Los Angeles,California,West,Office Supplies,Storage,"Eldon Base for stackable storage shelf, platinum",77.88,2,0.0,3.894,0.0034206147565097956,0.4402594834624159,2016,7,July,0.05
2017-09-19,Corporate,Melbourne,Florida,South,Office Supplies,Storage,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",95.616,2,0.2,9.5616,0.00420407494713764,0.4406373246211288,2017,9,September,0.1
2016-03-11,Corporate,Eagan,Minnesota,Central,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",45.98,2,0.0,19.7714,0.0020114819147738785,0.4413179800418054,2016,3,March,0.43000000000000005
2016-03-11,Corporate,Eagan,Minnesota,Central,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,17.46,2,0.0,8.2062,0.0007516553114413282,0.44054696434402396,2016,3,March,0.47000000000000003
2014-10-20,Consumer,Westland,Michigan,Central,Office Supplies,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",211.96,4,0.0,8.4784,0.00934339003613211,0.44056511106634055,2014,10,October,0.04
2016-06-20,Consumer,Dover,Delaware,East,Technology,Accessories,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,45.0,3,0.0,4.95,0.001968191940325565,0.4403298836783099,2016,6,June,0.11
2016-06-20,Consumer,Dover,Delaware,East,Technology,Phones,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",21.8,2,0.0,6.104,0.0009433680554267163,0.44040681724757286,2016,6,June,0.27999999999999997
2015-04-18,Consumer,New Albany,Indiana,Central,Office Supplies,Binders,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",38.22,6,0.0,17.9634,0.0016686959946525396,0.4411974463388354,2015,4,April,0.47000000000000003
2015-04-18,Consumer,New Albany,Indiana,Central,Office Supplies,Labels,Avery 485,75.18,6,0.0,35.3346,0.0033013464595603613,0.44235552989029164,2015,4,April,0.47
2015-04-18,Consumer,New Albany,Indiana,Central,Furniture,Furnishings,Longer-Life Soft White Bulbs,6.16,2,0.0,2.9568,0.0002524954019862854,0.44019700327080996,2015,4,April,0.48
2015-04-18,Consumer,New Albany,Indiana,Central,Furniture,Chairs,"Global Leather Task Chair, Black",89.99,1,0.0,17.0981,0.00395555515504967,0.4411397594952624,2015,4,April,0.19
2016-12-11,Corporate,New York City,New York,East,Office Supplies,Fasteners,Advantus Push Pins,15.26,7,0.0,6.2566,0.0006544737361491959,0.4404169906121045,2016,12,December,0.41
2016-12-11,Corporate,New York City,New York,East,Technology,Phones,AT&T CL83451 4-Handset Telephone,1029.95,5,0.0,298.6855,0.045476824933046306,0.4599123103977518,2016,12,December,0.29
2016-06-17,Consumer,Troy,New York,East,Office Supplies,Storage,Home/Office Personal File Carts,208.56,6,0.0,52.14,0.00919320032886245,0.44347589332607285,2016,6,June,0.25
2016-06-17,Consumer,Troy,New York,East,Office Supplies,Paper,Xerox 232,32.4,5,0.0,15.552,0.001411606554561535,0.44103668584583655,2016,6,June,0.48
2016-06-17,Consumer,Troy,New York,East,Furniture,Chairs,Novimex Turbo Task Chair,319.41,5,0.1,7.098,0.014089826520286477,0.4404730841174579,2016,6,June,0.02222222222222222
2016-06-17,Consumer,Troy,New York,East,Office Supplies,Paper,"Array Parchment Paper, Assorted Colors",14.56,2,0.0,6.9888,0.0006235523258289721,0.44046580409513253,2016,6,June,0.48
2016-06-17,Consumer,Troy,New York,East,Technology,Accessories,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,30.0,2,0.0,3.3,0.001305590290606482,0.44021988334097556,2016,6,June,0.11
2016-06-17,Consumer,Troy,New York,East,Office Supplies,Binders,Plastic Binding Combs,48.48,4,0.2,16.362,0.0021219155230603926,0.441090686011437,2016,6,June,0.33749999999999997
2016-06-17,Consumer,Troy,New York,East,Office Supplies,Art,Prang Dustless Chalk Sticks,1.68,1,0.0,0.84,5.459837593685246e-05,0.44005588283804065,2016,6,June,0.5
2015-11-24,Consumer,Los Angeles,California,West,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",13.98,2,0.0,6.1512,0.0005979317287065009,0.4404099639238893,2015,11,November,0.44
2015-11-24,Consumer,Los Angeles,California,West,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",25.824,6,0.2,9.3612,0.001121121991324689,0.440623964580158,2015,11,November,0.3625
2015-11-24,Consumer,Los Angeles,California,West,Office Supplies,Paper,Xerox 1943,146.73,3,0.0,68.9631,0.006461956328720388,0.4445974367654727,2015,11,November,0.47000000000000003
2015-11-24,Consumer,Los Angeles,California,West,Furniture,Furnishings,Luxo Economy Swing Arm Lamp,79.76,4,0.0,22.3328,0.0035036608299412546,0.441488740565471,2015,11,November,0.27999999999999997
2015-04-30,Home Office,Chicago,Illinois,Central,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",213.115,5,0.3,-15.2225,0.009394410363160478,0.43898504622080836,2015,4,April,-0.07142857142857142
2014-12-05,Corporate,Gilbert,Arizona,West,Office Supplies,Art,"Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener, Beige",1113.024,8,0.2,111.3024,0.049146489562963844,0.4474200654215339,2014,12,December,0.10000000000000002
2014-12-05,Corporate,Gilbert,Arizona,West,Technology,Phones,netTALK DUO VoIP Telephone Service,167.968,4,0.2,62.988,0.007400111917835982,0.444199095543893,2014,12,December,0.375
2016-06-04,Consumer,Springfield,Virginia,South,Office Supplies,Paper,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",75.88,2,0.0,35.6636,0.0033322678698805845,0.4423774632908874,2016,6,June,0.4700000000000001
2016-09-18,Consumer,New York City,New York,East,Office Supplies,Binders,Avery Binding System Hidden Tab Executive Style Index Sets,4.616,1,0.2,1.731,0.00018429160550853437,0.4401152830202012,2016,9,September,0.37500000000000006
2017-09-14,Consumer,Jackson,Michigan,Central,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",19.05,3,0.0,8.763,0.0008218910863115511,0.44058408445785896,2017,9,September,0.45999999999999996
2015-04-26,Consumer,Memphis,Tennessee,South,Furniture,Chairs,High-Back Leather Manager's Chair,831.936,8,0.2,-114.3912,0.036729864728548,0.43237377927958975,2015,4,April,-0.13749999999999998
2015-04-26,Consumer,Memphis,Tennessee,South,Furniture,Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",97.04,2,0.2,1.213,0.004266977930417639,0.4400807495809653,2015,4,April,0.0125
2015-04-26,Consumer,Memphis,Tennessee,South,Office Supplies,Storage,Safco Industrial Wire Shelving System,72.784,1,0.2,-18.196,0.0031955068893785663,0.4387868122795576,2015,4,April,-0.25
2017-12-09,Corporate,Houston,Texas,Central,Office Supplies,Binders,Economy Binders,1.248,3,0.8,-1.9344,3.5515448424942864e-05,0.43987092227082825,2017,12,December,-1.5499999999999998
2017-12-09,Corporate,Houston,Texas,Central,Furniture,Furnishings,"6"" Cubicle Wall Clock, Black",9.708,3,0.6,-5.8248,0.0004092227788665059,0.43961156147545516,2017,12,December,-0.6
2017-12-09,Corporate,Houston,Texas,Central,Office Supplies,Storage,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",27.24,3,0.2,2.724,0.0011836715870581704,0.44018148322321515,2017,12,December,0.10000000000000002
2014-11-26,Consumer,Houston,Texas,Central,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",19.3,5,0.6,-14.475,0.0008329344471402024,0.43903487970696436,2014,11,November,-0.75
2016-06-12,Corporate,Decatur,Alabama,South,Office Supplies,Appliances,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",208.16,1,0.0,56.2032,0.009175530951536608,0.44374677415677405,2016,6,June,0.27
2016-06-12,Corporate,Decatur,Alabama,South,Office Supplies,Binders,Avery Heavy-Duty EZD  Binder With Locking Rings,16.74,3,0.0,8.0352,0.0007198504322548121,0.4405355643090638,2016,6,June,0.48000000000000004
2014-10-12,Consumer,San Francisco,California,West,Office Supplies,Art,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",14.9,5,0.0,4.172,0.0006385712965559379,0.44027801685258494,2014,10,October,0.27999999999999997
2014-10-12,Consumer,San Francisco,California,West,Office Supplies,Storage,"Sortfiler Multipurpose Personal File Organizer, Black",21.39,1,0.0,6.2031,0.000925256943667728,0.4404134239345,2014,10,October,0.29
2015-09-03,Corporate,Durham,North Carolina,South,Office Supplies,Envelopes,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,200.984,7,0.2,62.8075,0.008858542322310998,0.4441870621736573,2015,9,September,0.3125
2017-11-13,Home Office,Chicago,Illinois,Central,Office Supplies,Storage,Safco Industrial Wire Shelving,230.376,3,0.2,-48.9549,0.010156888168213885,0.4367362126577188,2017,11,November,-0.2125
2017-05-28,Consumer,Columbia,South Carolina,South,Furniture,Chairs,Novimex Swivel Fabric Task Chair,301.96,2,0.0,33.2156,0.013318999934446608,0.4422142627904058,2017,5,May,0.11000000000000001
2017-10-26,Consumer,Rochester,Minnesota,Central,Technology,Accessories,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,19.99,1,0.0,6.7966,0.0008634141230272802,0.4404529907225048,2017,10,October,0.34
2017-10-26,Consumer,Rochester,Minnesota,Central,Office Supplies,Labels,Avery 511,6.16,2,0.0,2.9568,0.0002524954019862854,0.44019700327080996,2017,10,October,0.48
2016-04-05,Home Office,Houston,Texas,Central,Office Supplies,Storage,Eldon Portable Mobile Manager,158.368,7,0.2,13.8572,0.006976046862015768,0.44092369883267635,2016,4,April,0.08750000000000001
2016-09-17,Corporate,Los Angeles,California,West,Office Supplies,Art,Turquoise Lead Holder with Pocket Clip,20.1,3,0.0,6.633,0.0008682732017918869,0.44044208402239093,2016,9,September,0.32999999999999996
2016-09-17,Corporate,Los Angeles,California,West,Technology,Phones,Panasonic Kx-TS550,73.584,2,0.2,8.2782,0.0032308456440302506,0.440551764358744,2016,9,September,0.11249999999999999
2016-09-17,Corporate,Los Angeles,California,West,Office Supplies,Paper,Xerox 1995,6.48,1,0.0,3.1104,0.00026663090384695915,0.4402072433022127,2016,9,September,0.4799999999999999
2015-01-31,Consumer,Minneapolis,Minnesota,Central,Office Supplies,Paper,Xerox 1999,12.96,2,0.0,6.2208,0.0005528748165256032,0.4404146039381187,2015,1,January,0.4799999999999999
2015-01-31,Consumer,Minneapolis,Minnesota,Central,Furniture,Furnishings,"Seth Thomas 13 1/2"" Wall Clock",53.34,3,0.0,16.5354,0.0023365984575693757,0.4411022460468878,2015,1,January,0.30999999999999994
2015-01-31,Consumer,Minneapolis,Minnesota,Central,Office Supplies,Binders,Ibico Standard Transparent Covers,32.96,2,0.0,16.1504,0.0014363436828177143,0.4410765793015098,2015,1,January,0.49000000000000005
2017-11-06,Home Office,Portland,Oregon,West,Office Supplies,Binders,Flexible Leather- Look Classic Collection Ring Binder,5.682,1,0.7,-3.788,0.0002313804960819039,0.43974734855853553,2017,11,November,-0.6666666666666666
2017-11-09,Home Office,New York City,New York,East,Furniture,Furnishings,9-3/4 Diameter Round Wall Clock,96.53,7,0.0,40.5426,0.00424444947432719,0.44270273095504153,2017,11,November,0.42
2017-06-17,Consumer,San Francisco,California,West,Office Supplies,Binders,Trimflex Flexible Post Binders,51.312,3,0.2,17.9592,0.0022470147145273556,0.44119716633797673,2017,6,June,0.35
2016-09-06,Corporate,Saint Paul,Minnesota,Central,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,77.88,6,0.0,22.5852,0.0034206147565097956,0.44150556728373963,2016,9,September,0.29000000000000004
2016-08-29,Home Office,Chicago,Illinois,Central,Office Supplies,Paper,Avery Personal Creations Heavyweight Cards,64.624,7,0.2,22.6184,0.0028350515919313844,0.44150778062386054,2016,8,August,0.35000000000000003
2016-08-29,Home Office,Chicago,Illinois,Central,Technology,Accessories,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,95.976,3,0.2,-10.7973,0.004219977386730899,0.43928006045885204,2016,8,August,-0.1125
2016-08-29,Home Office,Chicago,Illinois,Central,Office Supplies,Binders,Avery Hidden Tab Dividers for Binding Systems,1.788,3,0.8,-3.0396,5.9369107814829866e-05,0.4397972420448756,2016,8,August,-1.7
2016-12-01,Consumer,Rochester,Minnesota,Central,Office Supplies,Paper,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),23.92,4,0.0,11.7208,0.0010370157552536802,0.44078127172923326,2016,12,December,0.49
2015-11-13,Consumer,Aurora,Colorado,West,Technology,Accessories,Logitech K350 2.4Ghz Wireless Keyboard,238.896,6,0.2,-26.8758,0.010533245905254323,0.43820815717168193,2015,11,November,-0.11250000000000002
2015-11-13,Consumer,Aurora,Colorado,West,Furniture,Furnishings,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",102.36,3,0.2,-3.8385,0.004501980648851341,0.4397439818815444,2015,11,November,-0.0375
2015-11-13,Consumer,Aurora,Colorado,West,Office Supplies,Binders,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",36.882,3,0.7,-25.8174,0.0016095919274975972,0.4382787173880666,2015,11,November,-0.7000000000000001
2017-11-23,Consumer,Charlotte,North Carolina,South,Technology,Accessories,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,74.112,8,0.2,17.6016,0.003254169222100362,0.44117332626486716,2017,11,November,0.23750000000000004
2017-11-23,Consumer,Charlotte,North Carolina,South,Technology,Phones,Speck Products Candyshell Flip Case,27.992,1,0.2,2.0994,0.0012168900164307539,0.4401398430955188,2017,11,November,0.075
2017-11-23,Consumer,Charlotte,North Carolina,South,Office Supplies,Art,Newell Chalk Holder,3.304,1,0.2,1.0738,0.00012633604787977188,0.4400714695525066,2017,11,November,0.32500000000000007
2015-10-15,Home Office,Orland Park,Illinois,Central,Technology,Accessories,Logitech Gaming G510s - Keyboard,339.96,5,0.2,67.992,0.014997590780401618,0.4445326965669361,2015,10,October,0.20000000000000004
2017-12-25,Corporate,New York City,New York,East,Furniture,Furnishings,Magnifier Swing Arm Lamp,41.96,2,0.0,10.9096,0.0018339046726491644,0.4407271915633874,2017,12,December,0.25999999999999995
2016-11-03,Consumer,Urbandale,Iowa,Central,Office Supplies,Art,"Hunt PowerHouse Electric Pencil Sharpener, Blue",75.96,2,0.0,22.788,0.0033358017453457528,0.44151908732520107,2016,11,November,0.30000000000000004
2016-11-03,Consumer,Urbandale,Iowa,Central,Office Supplies,Binders,"Avery Durable Plastic 1"" Binders",27.24,6,0.0,13.3476,0.0011836715870581704,0.4408897253951578,2016,11,November,0.49000000000000005
2014-08-25,Consumer,Columbus,Ohio,East,Office Supplies,Fasteners,"OIC Colored Binder Clips, Assorted Sizes",40.096,14,0.2,14.5348,0.0017515653743107394,0.4409688723045417,2014,8,August,0.36250000000000004
2014-08-25,Consumer,Columbus,Ohio,East,Office Supplies,Envelopes,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",4.72,2,0.2,1.652,0.00018888564361325334,0.4401100163373834,2014,8,August,0.35
2014-08-25,Consumer,Columbus,Ohio,East,Office Supplies,Paper,Xerox 1921,23.976,3,0.2,7.4925,0.001039489468079298,0.4404993841981115,2014,8,August,0.3125
2014-08-25,Consumer,Columbus,Ohio,East,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",130.464,6,0.2,44.0316,0.005743431099765015,0.4429353316683504,2014,8,August,0.33749999999999997
2015-03-02,Consumer,Seattle,Washington,West,Furniture,Tables,Hon Racetrack Conference Tables,787.53,3,0.0,165.3813,0.03476829880471963,0.4510253364776985,2015,3,March,0.21000000000000002
2015-04-05,Corporate,Bristol,Tennessee,South,Office Supplies,Binders,GBC DocuBind 300 Electric Binding Machine,157.794,1,0.7,-115.7156,0.006950691305553185,0.43228548567548936,2015,4,April,-0.7333333333333333
2016-06-12,Consumer,Wilmington,Delaware,East,Furniture,Furnishings,Artistic Insta-Plaque,47.04,3,0.0,18.3456,0.0020583057646873606,0.4412229264169743,2016,6,June,0.39
2016-06-12,Consumer,Wilmington,Delaware,East,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill,30.84,4,0.0,13.878,0.0013426959829907505,0.4409250855035955,2016,6,June,0.45
2016-06-12,Consumer,Wilmington,Delaware,East,Office Supplies,Storage,"Companion Letter/Legal File, Black",226.56,6,0.0,63.4368,0.00998832230852535,0.44422901563564793,2016,6,June,0.27999999999999997
2016-06-12,Consumer,Wilmington,Delaware,East,Office Supplies,Envelopes,Globe Weis Peel & Seel First Class Envelopes,115.02,9,0.0,51.759,0.005061216441214247,0.44345049324817926,2016,6,June,0.45
2016-06-12,Consumer,Wilmington,Delaware,East,Technology,Phones,KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,68.04,7,0.0,19.7316,0.0029859480742940774,0.4413153267003352,2016,6,June,0.29
2014-12-26,Home Office,Houston,Texas,Central,Furniture,Chairs,Global Deluxe High-Back Manager's Chair,600.558,3,0.3,-8.5794,0.0265091017613012,0.43942792091229077,2014,12,December,-0.014285714285714285
2014-09-20,Consumer,Bloomington,Illinois,Central,Furniture,Tables,Bevis 44 x 96 Conference Tables,617.7,6,0.5,-407.682,0.02726632292660017,0.4128209993177312,2014,9,September,-0.66
2017-11-05,Consumer,Phoenix,Arizona,West,Office Supplies,Binders,"Avery Durable Slant Ring Binders, No Labels",2.388,2,0.7,-1.8308,8.587317380359319e-05,0.43987782895867544,2017,11,November,-0.7666666666666667
2017-11-05,Consumer,Phoenix,Arizona,West,Office Supplies,Storage,"Trav-L-File Heavy-Duty Shuttle II, Black",243.992,7,0.2,30.499,0.010758353772385553,0.4420331555683437,2017,11,November,0.125
2016-11-06,Home Office,Los Angeles,California,West,Furniture,Chairs,"Global Task Chair, Black",81.424,2,0.2,-9.1602,0.003577165439616758,0.43938920079354904,2016,11,November,-0.11249999999999999
2016-11-06,Home Office,Los Angeles,California,West,Furniture,Furnishings,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,238.56,3,0.0,26.2416,0.010518403628300617,0.4417493280312726,2016,11,November,0.10999999999999999
2017-02-02,Corporate,Columbus,Ohio,East,Technology,Phones,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,59.97,5,0.4,-11.994,0.0026294683867452103,0.4392002802141926,2017,2,February,-0.2
